dteday,season,yr,mnth,hr,holiday,day_name,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_count,holiday_in_workingday,weekend
2012-09-01,Fall,2012,Sep,9,False,Sat,False,2,0.76,0.7121,0.58,0.194,62,175,237,False,True
2012-09-01,Fall,2012,Sep,10,False,Sat,False,2,0.78,0.7273,0.55,0.194,128,289,417,False,True
2012-09-01,Fall,2012,Sep,11,False,Sat,False,2,0.8,0.7576,0.55,0.2239,219,273,492,False,True
2012-09-01,Fall,2012,Sep,12,False,Sat,False,2,0.8,0.7576,0.55,0.1642,187,284,471,False,True
2012-09-01,Fall,2012,Sep,13,False,Sat,False,2,0.82,0.7727,0.52,0.0896,237,267,504,False,True
2012-09-01,Fall,2012,Sep,14,False,Sat,False,2,0.86,0.7879,0.44,0.1642,240,274,514,False,True
2012-09-01,Fall,2012,Sep,15,False,Sat,False,2,0.86,0.7879,0.44,0.2836,257,306,563,False,True
2012-09-01,Fall,2012,Sep,16,False,Sat,False,2,0.84,0.7879,0.49,0.1642,209,253,462,False,True
2012-09-01,Fall,2012,Sep,17,False,Sat,False,2,0.82,0.7727,0.52,0.0,205,258,463,False,True
2012-09-01,Fall,2012,Sep,18,False,Sat,False,2,0.82,0.7727,0.52,0.0,184,258,442,False,True
2012-09-01,Fall,2012,Sep,19,False,Sat,False,3,0.78,0.7424,0.62,0.0,157,235,392,False,True
2012-09-01,Fall,2012,Sep,20,False,Sat,False,3,0.76,0.7273,0.67,0.2537,67,140,207,False,True
2012-09-01,Fall,2012,Sep,21,False,Sat,False,3,0.64,0.5758,0.89,0.0,21,83,104,False,True
2012-09-01,Fall,2012,Sep,22,False,Sat,False,2,0.66,0.5909,0.89,0.0,21,57,78,False,True
2012-09-01,Fall,2012,Sep,23,False,Sat,False,1,0.66,0.5909,0.89,0.0896,57,88,145,False,True
2012-09-02,Fall,2012,Sep,0,False,Sun,False,2,0.66,0.5909,0.89,0.0896,27,72,99,False,True
2012-09-02,Fall,2012,Sep,1,False,Sun,False,1,0.66,0.5909,0.89,0.0,15,58,73,False,True
2012-09-02,Fall,2012,Sep,2,False,Sun,False,1,0.66,0.5909,0.89,0.0,28,56,84,False,True
2012-09-02,Fall,2012,Sep,3,False,Sun,False,1,0.66,0.5909,0.89,0.0896,9,33,42,False,True
2012-09-02,Fall,2012,Sep,4,False,Sun,False,1,0.66,0.5909,0.89,0.0,7,15,22,False,True
2012-09-02,Fall,2012,Sep,5,False,Sun,False,1,0.66,0.5909,0.89,0.0,2,10,12,False,True
2012-09-02,Fall,2012,Sep,6,False,Sun,False,2,0.66,0.5909,0.89,0.0,2,13,15,False,True
2012-09-02,Fall,2012,Sep,7,False,Sun,False,1,0.66,0.5909,0.94,0.0896,13,29,42,False,True
2012-09-02,Fall,2012,Sep,8,False,Sun,False,1,0.68,0.6364,0.89,0.0896,30,99,129,False,True
2012-09-02,Fall,2012,Sep,9,False,Sun,False,2,0.7,0.6667,0.84,0.0,88,144,232,False,True
2012-09-02,Fall,2012,Sep,10,False,Sun,False,2,0.72,0.697,0.79,0.0,158,230,388,False,True
2012-09-02,Fall,2012,Sep,11,False,Sun,False,2,0.74,0.697,0.7,0.0,226,263,489,False,True
2012-09-02,Fall,2012,Sep,12,False,Sun,False,3,0.74,0.697,0.7,0.0,248,297,545,False,True
2012-09-02,Fall,2012,Sep,13,False,Sun,False,3,0.72,0.697,0.74,0.0896,263,230,493,False,True
2012-09-02,Fall,2012,Sep,14,False,Sun,False,3,0.72,0.697,0.79,0.0896,249,208,457,False,True
2012-09-02,Fall,2012,Sep,15,False,Sun,False,3,0.74,0.7121,0.74,0.1343,179,176,355,False,True
2012-09-02,Fall,2012,Sep,16,False,Sun,False,1,0.74,0.697,0.7,0.0,222,252,474,False,True
2012-09-02,Fall,2012,Sep,17,False,Sun,False,1,0.76,0.7273,0.66,0.0896,219,284,503,False,True
2012-09-02,Fall,2012,Sep,18,False,Sun,False,1,0.74,0.7121,0.74,0.0,227,273,500,False,True
2012-09-02,Fall,2012,Sep,19,False,Sun,False,2,0.7,0.6667,0.84,0.2239,140,152,292,False,True
2012-09-02,Fall,2012,Sep,20,False,Sun,False,2,0.7,0.6667,0.84,0.1642,63,41,104,False,True
2012-09-02,Fall,2012,Sep,21,False,Sun,False,1,0.7,0.6515,0.7,0.1642,79,92,171,False,True
2012-09-02,Fall,2012,Sep,22,False,Sun,False,3,0.68,0.6364,0.83,0.1343,66,100,166,False,True
2012-09-02,Fall,2012,Sep,23,False,Sun,False,3,0.66,0.5909,0.89,0.0896,53,70,123,False,True
2012-09-03,Fall,2012,Sep,0,True,Mon,False,2,0.66,0.5909,0.94,0.0,42,62,104,True,False
2012-09-03,Fall,2012,Sep,1,True,Mon,False,2,0.68,0.6364,0.89,0.1642,18,37,55,True,False
2012-09-03,Fall,2012,Sep,2,True,Mon,False,1,0.66,0.5909,0.89,0.1045,10,30,40,True,False
2012-09-03,Fall,2012,Sep,3,True,Mon,False,1,0.66,0.5909,0.89,0.1343,6,22,28,True,False
2012-09-03,Fall,2012,Sep,4,True,Mon,False,1,0.66,0.5909,0.89,0.0896,6,5,11,True,False
2012-09-03,Fall,2012,Sep,5,True,Mon,False,1,0.66,0.5909,0.89,0.0,1,3,4,True,False
2012-09-03,Fall,2012,Sep,6,True,Mon,False,1,0.66,0.5909,0.94,0.0,3,12,15,True,False
2012-09-03,Fall,2012,Sep,7,True,Mon,False,1,0.68,0.6364,0.85,0.0,6,37,43,True,False
2012-09-03,Fall,2012,Sep,8,True,Mon,False,2,0.7,0.6667,0.84,0.1045,36,91,127,True,False
2012-09-03,Fall,2012,Sep,9,True,Mon,False,2,0.7,0.6667,0.84,0.1343,71,158,229,True,False
2012-09-03,Fall,2012,Sep,10,True,Mon,False,2,0.74,0.7121,0.74,0.2239,135,224,359,True,False
2012-09-03,Fall,2012,Sep,11,True,Mon,False,2,0.74,0.697,0.7,0.2836,187,272,459,True,False
2012-09-03,Fall,2012,Sep,12,True,Mon,False,2,0.76,0.7121,0.62,0.2985,191,352,543,True,False
2012-09-03,Fall,2012,Sep,13,True,Mon,False,2,0.76,0.7273,0.66,0.2537,209,357,566,True,False
2012-09-03,Fall,2012,Sep,14,True,Mon,False,1,0.74,0.697,0.7,0.2985,163,349,512,True,False
2012-09-03,Fall,2012,Sep,15,True,Mon,False,1,0.74,0.697,0.7,0.2239,168,281,449,True,False
2012-09-03,Fall,2012,Sep,16,True,Mon,False,1,0.74,0.697,0.7,0.2239,165,335,500,True,False
2012-09-03,Fall,2012,Sep,17,True,Mon,False,1,0.74,0.697,0.7,0.1343,181,317,498,True,False
2012-09-03,Fall,2012,Sep,18,True,Mon,False,1,0.74,0.697,0.66,0.1642,145,337,482,True,False
2012-09-03,Fall,2012,Sep,19,True,Mon,False,1,0.72,0.697,0.74,0.194,73,301,374,True,False
2012-09-03,Fall,2012,Sep,20,True,Mon,False,1,0.72,0.6818,0.76,0.1045,78,183,261,True,False
2012-09-03,Fall,2012,Sep,21,True,Mon,False,1,0.72,0.6818,0.76,0.1045,42,142,184,True,False
2012-09-03,Fall,2012,Sep,22,True,Mon,False,2,0.7,0.6667,0.84,0.1343,17,104,121,True,False
2012-09-03,Fall,2012,Sep,23,True,Mon,False,2,0.7,0.6667,0.84,0.2537,12,58,70,True,False
2012-09-04,Fall,2012,Sep,0,False,Tue,True,2,0.7,0.6667,0.84,0.2537,10,19,29,False,False
2012-09-04,Fall,2012,Sep,1,False,Tue,True,1,0.68,0.6364,0.82,0.1343,15,9,24,False,False
2012-09-04,Fall,2012,Sep,2,False,Tue,True,1,0.68,0.6364,0.82,0.1343,1,4,5,False,False
2012-09-04,Fall,2012,Sep,3,False,Tue,True,2,0.66,0.5909,0.89,0.0896,1,9,10,False,False
2012-09-04,Fall,2012,Sep,4,False,Tue,True,2,0.66,0.5909,0.89,0.0,0,8,8,False,False
2012-09-04,Fall,2012,Sep,5,False,Tue,True,2,0.66,0.5909,0.89,0.0,1,37,38,False,False
2012-09-04,Fall,2012,Sep,6,False,Tue,True,2,0.68,0.6364,0.89,0.1045,7,165,172,False,False
2012-09-04,Fall,2012,Sep,7,False,Tue,True,2,0.68,0.6364,0.89,0.1045,13,480,493,False,False
2012-09-04,Fall,2012,Sep,8,False,Tue,True,1,0.7,0.6667,0.84,0.1642,15,617,632,False,False
2012-09-04,Fall,2012,Sep,9,False,Tue,True,2,0.72,0.697,0.79,0.2239,30,293,323,False,False
2012-09-04,Fall,2012,Sep,10,False,Tue,True,2,0.72,0.697,0.74,0.2537,42,130,172,False,False
2012-09-04,Fall,2012,Sep,11,False,Tue,True,2,0.74,0.697,0.7,0.2836,39,159,198,False,False
2012-09-04,Fall,2012,Sep,12,False,Tue,True,1,0.76,0.7273,0.7,0.2836,54,233,287,False,False
2012-09-04,Fall,2012,Sep,13,False,Tue,True,1,0.8,0.7576,0.55,0.4478,72,203,275,False,False
2012-09-04,Fall,2012,Sep,14,False,Tue,True,1,0.8,0.7576,0.55,0.4179,72,202,274,False,False
2012-09-04,Fall,2012,Sep,15,False,Tue,True,1,0.8,0.7727,0.59,0.4627,68,224,292,False,False
2012-09-04,Fall,2012,Sep,16,False,Tue,True,1,0.76,0.7273,0.7,0.4179,61,397,458,False,False
2012-09-04,Fall,2012,Sep,17,False,Tue,True,1,0.76,0.7273,0.7,0.3582,110,746,856,False,False
2012-09-04,Fall,2012,Sep,18,False,Tue,True,1,0.76,0.7424,0.75,0.2239,94,745,839,False,False
2012-09-04,Fall,2012,Sep,19,False,Tue,True,1,0.76,0.7273,0.7,0.2239,50,502,552,False,False
2012-09-04,Fall,2012,Sep,20,False,Tue,True,1,0.74,0.697,0.7,0.2537,47,338,385,False,False
2012-09-04,Fall,2012,Sep,21,False,Tue,True,1,0.74,0.7121,0.74,0.2537,28,240,268,False,False
2012-09-04,Fall,2012,Sep,22,False,Tue,True,1,0.74,0.697,0.7,0.2836,25,154,179,False,False
2012-09-04,Fall,2012,Sep,23,False,Tue,True,1,0.72,0.697,0.74,0.2985,12,83,95,False,False
2012-09-05,Fall,2012,Sep,0,False,Wed,True,1,0.72,0.697,0.74,0.2537,10,27,37,False,False
2012-09-05,Fall,2012,Sep,1,False,Wed,True,1,0.7,0.6667,0.84,0.194,2,11,13,False,False
2012-09-05,Fall,2012,Sep,2,False,Wed,True,1,0.7,0.6667,0.84,0.194,0,9,9,False,False
2012-09-05,Fall,2012,Sep,3,False,Wed,True,1,0.7,0.6667,0.79,0.2836,0,4,4,False,False
2012-09-05,Fall,2012,Sep,4,False,Wed,True,1,0.7,0.6667,0.79,0.2836,2,3,5,False,False
2012-09-05,Fall,2012,Sep,5,False,Wed,True,2,0.7,0.6667,0.79,0.2985,1,39,40,False,False
2012-09-05,Fall,2012,Sep,6,False,Wed,True,1,0.7,0.6667,0.79,0.2836,7,203,210,False,False
2012-09-05,Fall,2012,Sep,7,False,Wed,True,2,0.7,0.6667,0.79,0.2537,11,489,500,False,False
2012-09-05,Fall,2012,Sep,8,False,Wed,True,1,0.72,0.697,0.74,0.194,33,692,725,False,False
2012-09-05,Fall,2012,Sep,9,False,Wed,True,1,0.74,0.697,0.7,0.2537,27,263,290,False,False
2012-09-05,Fall,2012,Sep,10,False,Wed,True,2,0.76,0.7273,0.7,0.1642,54,181,235,False,False
2012-09-05,Fall,2012,Sep,11,False,Wed,True,2,0.78,0.7424,0.62,0.1642,61,156,217,False,False
2012-09-05,Fall,2012,Sep,12,False,Wed,True,1,0.78,0.7727,0.7,0.1045,49,217,266,False,False
2012-09-05,Fall,2012,Sep,13,False,Wed,True,1,0.8,0.7879,0.63,0.1642,50,184,234,False,False
2012-09-05,Fall,2012,Sep,14,False,Wed,True,1,0.82,0.7879,0.56,0.1045,34,177,211,False,False
2012-09-05,Fall,2012,Sep,15,False,Wed,True,1,0.78,0.7727,0.7,0.194,41,204,245,False,False
2012-09-05,Fall,2012,Sep,16,False,Wed,True,1,0.76,0.7273,0.7,0.2537,86,344,430,False,False
2012-09-05,Fall,2012,Sep,17,False,Wed,True,1,0.76,0.7273,0.66,0.2537,83,780,863,False,False
2012-09-05,Fall,2012,Sep,18,False,Wed,True,1,0.76,0.7424,0.75,0.194,82,757,839,False,False
2012-09-05,Fall,2012,Sep,19,False,Wed,True,1,0.74,0.697,0.7,0.1642,64,598,662,False,False
2012-09-05,Fall,2012,Sep,20,False,Wed,True,1,0.72,0.7121,0.84,0.1642,55,357,412,False,False
2012-09-05,Fall,2012,Sep,21,False,Wed,True,1,0.72,0.697,0.79,0.0,18,278,296,False,False
2012-09-05,Fall,2012,Sep,22,False,Wed,True,1,0.72,0.697,0.79,0.0,38,181,219,False,False
2012-09-05,Fall,2012,Sep,23,False,Wed,True,1,0.7,0.6667,0.84,0.0896,24,126,150,False,False
2012-09-06,Fall,2012,Sep,0,False,Thu,True,2,0.7,0.6667,0.84,0.0896,30,35,65,False,False
2012-09-06,Fall,2012,Sep,1,False,Thu,True,2,0.7,0.6667,0.84,0.0,2,16,18,False,False
2012-09-06,Fall,2012,Sep,2,False,Thu,True,1,0.72,0.697,0.79,0.0,1,7,8,False,False
2012-09-06,Fall,2012,Sep,3,False,Thu,True,1,0.7,0.6667,0.84,0.1045,0,9,9,False,False
2012-09-06,Fall,2012,Sep,4,False,Thu,True,2,0.7,0.6667,0.84,0.0896,0,8,8,False,False
2012-09-06,Fall,2012,Sep,5,False,Thu,True,2,0.7,0.6667,0.84,0.194,3,35,38,False,False
2012-09-06,Fall,2012,Sep,6,False,Thu,True,2,0.7,0.6667,0.84,0.0896,11,189,200,False,False
2012-09-06,Fall,2012,Sep,7,False,Thu,True,2,0.7,0.6667,0.84,0.1045,21,461,482,False,False
2012-09-06,Fall,2012,Sep,8,False,Thu,True,3,0.7,0.6667,0.79,0.0,24,622,646,False,False
2012-09-06,Fall,2012,Sep,9,False,Thu,True,3,0.66,0.5909,0.94,0.1343,8,115,123,False,False
2012-09-06,Fall,2012,Sep,10,False,Thu,True,3,0.66,0.5909,0.94,0.1343,9,40,49,False,False
2012-09-06,Fall,2012,Sep,11,False,Thu,True,3,0.7,0.6667,0.84,0.1642,10,52,62,False,False
2012-09-06,Fall,2012,Sep,12,False,Thu,True,2,0.72,0.697,0.79,0.2239,11,126,137,False,False
2012-09-06,Fall,2012,Sep,13,False,Thu,True,2,0.72,0.697,0.79,0.1045,39,152,191,False,False
2012-09-06,Fall,2012,Sep,14,False,Thu,True,1,0.74,0.7121,0.74,0.0896,38,178,216,False,False
2012-09-06,Fall,2012,Sep,15,False,Thu,True,1,0.74,0.697,0.66,0.194,42,228,270,False,False
2012-09-06,Fall,2012,Sep,16,False,Thu,True,1,0.74,0.697,0.7,0.2239,42,374,416,False,False
2012-09-06,Fall,2012,Sep,17,False,Thu,True,1,0.74,0.697,0.7,0.2537,67,741,808,False,False
2012-09-06,Fall,2012,Sep,18,False,Thu,True,1,0.72,0.6818,0.7,0.2537,74,761,835,False,False
2012-09-06,Fall,2012,Sep,19,False,Thu,True,1,0.68,0.6364,0.74,0.2537,54,504,558,False,False
2012-09-06,Fall,2012,Sep,20,False,Thu,True,1,0.66,0.6061,0.78,0.2239,50,356,406,False,False
2012-09-06,Fall,2012,Sep,21,False,Thu,True,1,0.64,0.5758,0.89,0.1642,32,240,272,False,False
2012-09-06,Fall,2012,Sep,22,False,Thu,True,1,0.64,0.5758,0.89,0.1642,24,193,217,False,False
2012-09-06,Fall,2012,Sep,23,False,Thu,True,1,0.64,0.5758,0.89,0.1642,19,150,169,False,False
2012-09-07,Fall,2012,Sep,0,False,Fri,True,1,0.64,0.5758,0.89,0.1343,17,79,96,False,False
2012-09-07,Fall,2012,Sep,1,False,Fri,True,1,0.62,0.5606,0.88,0.1045,10,19,29,False,False
2012-09-07,Fall,2012,Sep,2,False,Fri,True,1,0.62,0.5758,0.83,0.0896,1,10,11,False,False
2012-09-07,Fall,2012,Sep,3,False,Fri,True,1,0.62,0.5758,0.83,0.0896,0,9,9,False,False
2012-09-07,Fall,2012,Sep,4,False,Fri,True,1,0.62,0.5606,0.88,0.0,1,7,8,False,False
2012-09-07,Fall,2012,Sep,5,False,Fri,True,1,0.62,0.5606,0.88,0.0,1,39,40,False,False
2012-09-07,Fall,2012,Sep,6,False,Fri,True,1,0.62,0.5606,0.88,0.1045,5,135,140,False,False
2012-09-07,Fall,2012,Sep,7,False,Fri,True,1,0.64,0.5758,0.89,0.1045,21,465,486,False,False
2012-09-07,Fall,2012,Sep,8,False,Fri,True,1,0.66,0.6061,0.83,0.1045,29,690,719,False,False
2012-09-07,Fall,2012,Sep,9,False,Fri,True,1,0.7,0.6667,0.79,0.1343,33,311,344,False,False
2012-09-07,Fall,2012,Sep,10,False,Fri,True,1,0.72,0.697,0.74,0.1343,53,171,224,False,False
2012-09-07,Fall,2012,Sep,11,False,Fri,True,1,0.76,0.7121,0.62,0.1343,81,215,296,False,False
2012-09-07,Fall,2012,Sep,12,False,Fri,True,1,0.78,0.7424,0.59,0.1642,76,247,323,False,False
2012-09-07,Fall,2012,Sep,13,False,Fri,True,1,0.8,0.7727,0.59,0.2537,71,283,354,False,False
2012-09-07,Fall,2012,Sep,14,False,Fri,True,1,0.8,0.7727,0.59,0.2537,66,187,253,False,False
2012-09-07,Fall,2012,Sep,15,False,Fri,True,1,0.8,0.7576,0.55,0.2537,66,265,331,False,False
2012-09-07,Fall,2012,Sep,16,False,Fri,True,1,0.8,0.7576,0.55,0.2836,75,395,470,False,False
2012-09-07,Fall,2012,Sep,17,False,Fri,True,1,0.78,0.7424,0.59,0.3284,88,684,772,False,False
2012-09-07,Fall,2012,Sep,18,False,Fri,True,1,0.76,0.7121,0.62,0.2985,95,697,792,False,False
2012-09-07,Fall,2012,Sep,19,False,Fri,True,1,0.74,0.6818,0.62,0.2836,70,498,568,False,False
2012-09-07,Fall,2012,Sep,20,False,Fri,True,1,0.72,0.6818,0.66,0.2239,51,340,391,False,False
2012-09-07,Fall,2012,Sep,21,False,Fri,True,1,0.7,0.6667,0.74,0.1642,55,246,301,False,False
2012-09-07,Fall,2012,Sep,22,False,Fri,True,1,0.7,0.6667,0.74,0.2239,52,247,299,False,False
2012-09-07,Fall,2012,Sep,23,False,Fri,True,1,0.66,0.5909,0.89,0.2537,28,220,248,False,False
2012-09-08,Fall,2012,Sep,0,False,Sat,False,1,0.66,0.5909,0.89,0.2537,20,130,150,False,True
2012-09-08,Fall,2012,Sep,1,False,Sat,False,2,0.66,0.5909,0.89,0.2836,10,107,117,False,True
2012-09-08,Fall,2012,Sep,2,False,Sat,False,1,0.66,0.5909,0.89,0.3284,9,68,77,False,True
2012-09-08,Fall,2012,Sep,3,False,Sat,False,2,0.66,0.5909,0.89,0.2239,3,40,43,False,True
2012-09-08,Fall,2012,Sep,4,False,Sat,False,2,0.66,0.5909,0.94,0.2239,3,8,11,False,True
2012-09-08,Fall,2012,Sep,5,False,Sat,False,2,0.66,0.5909,0.94,0.2537,2,13,15,False,True
2012-09-08,Fall,2012,Sep,6,False,Sat,False,2,0.66,0.5909,0.89,0.2836,8,26,34,False,True
2012-09-08,Fall,2012,Sep,7,False,Sat,False,1,0.66,0.5909,0.89,0.2836,11,71,82,False,True
2012-09-08,Fall,2012,Sep,8,False,Sat,False,1,0.7,0.6667,0.79,0.3284,33,197,230,False,True
2012-09-08,Fall,2012,Sep,9,False,Sat,False,1,0.7,0.6667,0.74,0.3881,87,261,348,False,True
2012-09-08,Fall,2012,Sep,10,False,Sat,False,1,0.74,0.697,0.7,0.3881,100,322,422,False,True
2012-09-08,Fall,2012,Sep,11,False,Sat,False,1,0.76,0.7121,0.62,0.4478,173,405,578,False,True
2012-09-08,Fall,2012,Sep,12,False,Sat,False,1,0.8,0.7576,0.55,0.18289312672418853,220,474,694,False,True
2012-09-08,Fall,2012,Sep,13,False,Sat,False,1,0.82,0.7727,0.52,0.18289312672418853,233,435,668,False,True
2012-09-08,Fall,2012,Sep,14,False,Sat,False,1,0.82,0.7727,0.52,0.4478,260,366,626,False,True
2012-09-08,Fall,2012,Sep,15,False,Sat,False,3,0.56,0.5303,0.88,0.2537,175,337,512,False,True
2012-09-08,Fall,2012,Sep,16,False,Sat,False,3,0.56,0.5303,0.88,0.194,19,95,114,False,True
2012-09-08,Fall,2012,Sep,17,False,Sat,False,3,0.58,0.5455,0.83,0.194,52,119,171,False,True
2012-09-08,Fall,2012,Sep,18,False,Sat,False,3,0.58,0.5455,0.83,0.1343,27,140,167,False,True
2012-09-08,Fall,2012,Sep,19,False,Sat,False,3,0.58,0.5455,0.88,0.1045,28,187,215,False,True
2012-09-08,Fall,2012,Sep,20,False,Sat,False,2,0.58,0.5455,0.88,0.0896,28,166,194,False,True
2012-09-08,Fall,2012,Sep,21,False,Sat,False,2,0.6,0.5606,0.83,0.1642,26,155,181,False,True
2012-09-08,Fall,2012,Sep,22,False,Sat,False,2,0.58,0.5455,0.78,0.2985,18,176,194,False,True
2012-09-08,Fall,2012,Sep,23,False,Sat,False,2,0.58,0.5455,0.73,0.1642,12,121,133,False,True
2012-09-09,Fall,2012,Sep,0,False,Sun,False,2,0.56,0.5303,0.73,0.194,18,106,124,False,True
2012-09-09,Fall,2012,Sep,1,False,Sun,False,1,0.56,0.5303,0.73,0.2239,20,104,124,False,True
2012-09-09,Fall,2012,Sep,2,False,Sun,False,1,0.54,0.5152,0.77,0.2836,15,81,96,False,True
2012-09-09,Fall,2012,Sep,3,False,Sun,False,1,0.54,0.5152,0.73,0.2239,14,32,46,False,True
2012-09-09,Fall,2012,Sep,4,False,Sun,False,1,0.52,0.5,0.77,0.2537,12,16,28,False,True
2012-09-09,Fall,2012,Sep,5,False,Sun,False,1,0.52,0.5,0.77,0.194,16,39,55,False,True
2012-09-09,Fall,2012,Sep,6,False,Sun,False,1,0.52,0.5,0.77,0.194,11,24,35,False,True
2012-09-09,Fall,2012,Sep,7,False,Sun,False,1,0.54,0.5152,0.73,0.1642,20,50,70,False,True
2012-09-09,Fall,2012,Sep,8,False,Sun,False,1,0.58,0.5455,0.68,0.2239,27,143,170,False,True
2012-09-09,Fall,2012,Sep,9,False,Sun,False,1,0.62,0.6061,0.61,0.2537,85,214,299,False,True
2012-09-09,Fall,2012,Sep,10,False,Sun,False,1,0.64,0.6212,0.57,0.2985,172,323,495,False,True
2012-09-09,Fall,2012,Sep,11,False,Sun,False,1,0.66,0.6212,0.47,0.2537,194,391,585,False,True
2012-09-09,Fall,2012,Sep,12,False,Sun,False,1,0.66,0.6212,0.47,0.0,247,510,757,False,True
2012-09-09,Fall,2012,Sep,13,False,Sun,False,1,0.68,0.6364,0.39,0.0,238,491,729,False,True
2012-09-09,Fall,2012,Sep,14,False,Sun,False,1,0.72,0.6515,0.3,0.2836,232,415,647,False,True
2012-09-09,Fall,2012,Sep,15,False,Sun,False,1,0.72,0.6515,0.32,0.2537,284,412,696,False,True
2012-09-09,Fall,2012,Sep,16,False,Sun,False,1,0.68,0.6364,0.36,0.2836,228,473,701,False,True
2012-09-09,Fall,2012,Sep,17,False,Sun,False,1,0.7,0.6364,0.37,0.2537,213,458,671,False,True
2012-09-09,Fall,2012,Sep,18,False,Sun,False,1,0.66,0.6212,0.36,0.2537,156,404,560,False,True
2012-09-09,Fall,2012,Sep,19,False,Sun,False,1,0.66,0.6212,0.36,0.2537,134,362,496,False,True
2012-09-09,Fall,2012,Sep,20,False,Sun,False,1,0.62,0.6212,0.41,0.2836,91,265,356,False,True
2012-09-09,Fall,2012,Sep,21,False,Sun,False,1,0.6,0.6212,0.46,0.2239,57,149,206,False,True
2012-09-09,Fall,2012,Sep,22,False,Sun,False,1,0.58,0.5455,0.49,0.2537,64,125,189,False,True
2012-09-09,Fall,2012,Sep,23,False,Sun,False,1,0.56,0.5303,0.52,0.2836,22,70,92,False,True
2012-09-10,Fall,2012,Sep,0,False,Mon,True,1,0.56,0.5303,0.52,0.2836,6,35,41,False,False
2012-09-10,Fall,2012,Sep,1,False,Mon,True,1,0.54,0.5152,0.6,0.194,7,11,18,False,False
2012-09-10,Fall,2012,Sep,2,False,Mon,True,1,0.54,0.5152,0.6,0.3582,11,6,17,False,False
2012-09-10,Fall,2012,Sep,3,False,Mon,True,1,0.52,0.5,0.68,0.2836,5,7,12,False,False
2012-09-10,Fall,2012,Sep,4,False,Mon,True,1,0.52,0.5,0.68,0.2836,1,4,5,False,False
2012-09-10,Fall,2012,Sep,5,False,Mon,True,1,0.5,0.4848,0.72,0.2537,4,36,40,False,False
2012-09-10,Fall,2012,Sep,6,False,Mon,True,1,0.5,0.4848,0.72,0.1343,8,172,180,False,False
2012-09-10,Fall,2012,Sep,7,False,Mon,True,1,0.52,0.5,0.68,0.2239,20,427,447,False,False
2012-09-10,Fall,2012,Sep,8,False,Mon,True,1,0.56,0.5303,0.6,0.2836,33,697,730,False,False
2012-09-10,Fall,2012,Sep,9,False,Mon,True,1,0.6,0.6212,0.53,0.2985,40,321,361,False,False
2012-09-10,Fall,2012,Sep,10,False,Mon,True,1,0.62,0.6212,0.5,0.2836,42,168,210,False,False
2012-09-10,Fall,2012,Sep,11,False,Mon,True,1,0.62,0.6212,0.43,0.2985,69,167,236,False,False
2012-09-10,Fall,2012,Sep,12,False,Mon,True,1,0.64,0.6212,0.44,0.3881,76,256,332,False,False
2012-09-10,Fall,2012,Sep,13,False,Mon,True,1,0.64,0.6212,0.38,0.2239,72,251,323,False,False
2012-09-10,Fall,2012,Sep,14,False,Mon,True,1,0.66,0.6212,0.36,0.2836,107,233,340,False,False
2012-09-10,Fall,2012,Sep,15,False,Mon,True,1,0.66,0.6212,0.31,0.3881,115,231,346,False,False
2012-09-10,Fall,2012,Sep,16,False,Mon,True,1,0.66,0.6212,0.34,0.3284,108,380,488,False,False
2012-09-10,Fall,2012,Sep,17,False,Mon,True,1,0.66,0.6212,0.34,0.3284,127,744,871,False,False
2012-09-10,Fall,2012,Sep,18,False,Mon,True,1,0.62,0.6212,0.35,0.2985,111,857,968,False,False
2012-09-10,Fall,2012,Sep,19,False,Mon,True,1,0.62,0.6212,0.38,0.2985,71,562,633,False,False
2012-09-10,Fall,2012,Sep,20,False,Mon,True,1,0.6,0.6212,0.4,0.194,34,356,390,False,False
2012-09-10,Fall,2012,Sep,21,False,Mon,True,1,0.56,0.5303,0.49,0.1642,29,256,285,False,False
2012-09-10,Fall,2012,Sep,22,False,Mon,True,1,0.54,0.5152,0.52,0.1343,15,144,159,False,False
2012-09-10,Fall,2012,Sep,23,False,Mon,True,1,0.54,0.5152,0.52,0.0,7,86,93,False,False
2012-09-11,Fall,2012,Sep,0,False,Tue,True,1,0.52,0.5,0.59,0.1045,5,27,32,False,False
2012-09-11,Fall,2012,Sep,1,False,Tue,True,1,0.5,0.4848,0.63,0.0,0,10,10,False,False
2012-09-11,Fall,2012,Sep,2,False,Tue,True,1,0.48,0.4697,0.77,0.1642,1,5,6,False,False
2012-09-11,Fall,2012,Sep,3,False,Tue,True,1,0.48,0.4697,0.67,0.1343,1,7,8,False,False
2012-09-11,Fall,2012,Sep,4,False,Tue,True,1,0.48,0.4697,0.72,0.1045,1,8,9,False,False
2012-09-11,Fall,2012,Sep,5,False,Tue,True,1,0.46,0.4545,0.72,0.0896,3,41,44,False,False
2012-09-11,Fall,2012,Sep,6,False,Tue,True,1,0.46,0.4545,0.77,0.1045,11,200,211,False,False
2012-09-11,Fall,2012,Sep,7,False,Tue,True,1,0.5,0.4848,0.72,0.1045,24,572,596,False,False
2012-09-11,Fall,2012,Sep,8,False,Tue,True,1,0.54,0.5152,0.68,0.0896,48,702,750,False,False
2012-09-11,Fall,2012,Sep,9,False,Tue,True,1,0.6,0.6212,0.49,0.0,35,323,358,False,False
